id,state,female,lgbt,race,age,education,employed,hours_worked,watch_tucker,watch_maddow,therm_biden,therm_trump,therm_harris,therm_pence,therm_obama,therm_dem_party,therm_rep_party,therm_feminists,therm_liberals,therm_labor_unions,therm_big_business,therm_conservatives,therm_supreme_court,therm_congress,therm_police,therm_scientists,contributed_to_party,voted,voted_for_biden,voted_for_trump,vote_type
3794,Idaho,0,0,White,29,Graduate degree,1,45,0,0,60,0,55,55,75,60,25,70,52,32,60,35,90,30,55,90,0,1,1,0,Voted for Biden
3795,Colorado,1,0,White,71,High school,0,0,0,0,100,0,100,30,85,85,15,60,85,50,60,50,70,60,100,85,0,1,1,0,Voted for Biden
3796,Florida,1,0,Black,55,High school,1,20,0,0,85,NA,85,0,100,100,0,50,50,50,50,50,50,50,50,70,0,1,1,0,Voted for Biden
3797,New Jersey,0,0,Black,18,Some college,0,5,0,0,50,40,50,30,60,50,50,50,50,50,35,40,40,40,40,70,0,1,1,0,Voted for Biden
3798,Ohio,1,0,White,29,Graduate degree,1,10,0,0,70,0,80,0,85,60,20,100,75,90,25,25,40,70,20,100,0,1,1,0,Voted for Biden
3799,Arizona,1,0,White,55,Bachelor's degree,1,50,0,0,5,65,25,50,50,10,60,30,50,30,50,75,80,50,100,85,0,1,0,1,Voted for Trump
3800,NA,1,0,White,49,Some college,1,40,0,0,0,0,0,50,50,50,50,50,50,50,0,50,0,50,30,50,0,0,NA,NA,Did not vote
3801,Washington,0,0,White,37,Some college,1,40,0,0,50,30,50,50,50,30,40,50,45,50,40,60,65,25,60,85,0,1,0,1,Voted for Trump
3802,North Dakota,1,0,White,48,Some college,1,20,0,0,0,60,40,60,60,0,70,50,50,50,60,50,60,50,85,85,0,1,0,1,Voted for Trump
3803,Missouri,1,0,White,60,Bachelor's degree,0,0,NA,NA,10,85,0,70,40,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Voted for third party
3804,Colorado,0,0,White,74,Graduate degree,1,35,0,0,40,95,0,95,0,0,70,50,20,50,40,90,80,20,90,50,0,1,0,1,Voted for Trump
3805,Washington,0,0,White,63,Some college,0,0,0,1,100,0,100,5,100,95,5,95,100,100,30,99,70,60,99,100,0,1,1,0,Voted for Biden
3806,Idaho,0,0,White,71,Some college,0,0,0,0,0,100,0,100,0,0,100,85,0,100,60,85,30,0,100,85,0,1,NA,NA,Voted for third party
3807,North Carolina,1,0,White,48,Bachelor's degree,1,40,0,0,85,0,100,0,100,85,0,85,85,70,50,30,60,60,70,100,1,1,1,0,Voted for Biden
3808,Wisconsin,1,0,White,70,NA,0,0,0,0,85,0,85,15,60,60,15,70,60,40,40,40,60,30,70,85,0,1,1,0,Voted for Biden
3809,Minnesota,1,0,White,60,Some college,0,1,0,0,85,0,85,NA,100,75,16,95,95,70,NA,45,70,70,60,100,1,1,NA,NA,Voted for third party
3810,Ohio,0,0,White,38,Some college,1,40,0,0,15,85,0,50,50,15,85,50,0,50,50,100,50,50,100,50,0,1,0,1,Voted for Trump
3811,New Jersey,1,0,Hispanic,42,Bachelor's degree,1,40,0,0,65,50,45,35,100,80,35,70,50,65,65,50,70,60,50,45,0,1,1,0,Voted for Biden
3812,Oklahoma,1,0,White,42,Graduate degree,1,45,0,0,65,10,75,40,70,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3813,Oklahoma,1,0,White,64,Some college,0,24,1,0,0,100,0,100,NA,0,85,0,50,50,50,0,100,90,100,35,0,1,0,1,Voted for Trump
3814,California,1,1,White,53,Some college,0,0,0,1,100,0,100,0,100,85,0,100,100,50,0,50,50,0,15,100,0,1,NA,NA,Voted for third party
3815,Kentucky,0,0,White,49,Some college,1,50,0,0,0,85,0,100,0,0,70,0,0,70,60,100,85,40,85,50,0,1,0,1,Voted for Trump
3816,Florida,0,0,White,80,Bachelor's degree,0,0,0,0,30,30,15,50,50,0,15,50,50,40,60,70,100,15,85,70,0,1,NA,NA,Voted for third party
3817,Pennsylvania,1,0,White,69,High school,0,0,0,0,85,50,70,60,85,85,30,60,60,70,60,60,60,60,85,85,0,0,NA,NA,Did not vote
3818,New York,0,0,White,79,Some college,0,0,0,0,70,NA,85,30,85,70,30,60,70,70,40,40,40,40,70,100,0,1,1,0,Voted for Biden
3819,Hawaii,1,0,Multiracial,65,Less than high school,1,40,0,0,0,100,0,100,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3820,Pennsylvania,0,0,White,45,Graduate degree,1,50,0,0,0,85,15,70,15,0,85,15,15,15,85,85,50,15,85,85,0,1,0,1,Voted for Trump
3821,Mississippi,1,1,White,32,Some college,1,39,0,0,40,0,40,0,85,40,15,100,85,85,60,15,60,60,60,100,0,1,1,0,Voted for Biden
3822,Georgia,1,0,White,65,Some college,0,0,0,1,85,0,85,15,100,70,30,100,70,50,60,15,60,30,70,100,1,1,1,0,Voted for Biden
3823,New Mexico,1,1,White,29,Less than high school,1,40,0,0,0,100,0,50,50,0,100,15,0,85,50,0,50,40,85,100,0,1,0,1,Voted for Trump
3824,Florida,1,0,White,80,NA,0,0,0,0,4,6,2,6,2,NA,5,40,50,50,50,60,50,50,70,50,0,1,1,0,Voted for Biden
3825,North Dakota,0,0,White,58,Some college,1,40,0,0,NA,100,0,100,0,0,100,0,0,50,50,75,75,50,100,75,0,1,0,1,Voted for Trump
3826,California,1,0,Hispanic,18,Less than high school,1,28,0,0,50,0,0,0,100,85,0,50,50,50,70,65,50,60,70,60,0,0,NA,NA,Did not vote
3827,Florida,0,NA,Native American,NA,Some college,0,0,0,1,100,0,70,0,100,100,0,70,70,70,85,40,60,70,100,100,0,1,1,0,Voted for Biden
3828,New York,0,0,White,75,Some college,0,0,0,0,50,100,16,30,60,0,100,100,60,86,100,70,100,70,100,70,0,1,NA,NA,Voted for third party
3829,California,0,0,Hispanic,20,Bachelor's degree,1,40,0,1,70,0,75,0,80,65,0,85,50,95,20,0,25,65,70,100,0,1,1,0,Voted for Biden
3830,Florida,1,1,Black,35,Some college,0,0,0,0,100,60,100,85,100,100,15,50,100,70,70,85,70,70,40,70,0,1,1,0,Voted for Biden
3831,California,0,1,White,62,Some college,0,30,0,0,100,0,100,0,100,100,0,100,100,50,60,40,40,85,70,100,0,1,1,0,Voted for Biden
3832,North Carolina,0,0,Black,65,Graduate degree,0,0,0,1,60,0,60,0,60,60,0,85,85,70,0,0,15,0,0,85,1,1,1,0,Voted for Biden
3833,Washington,1,0,White,66,Some college,0,0,0,0,40,0,0,0,70,0,0,60,40,60,50,40,40,60,85,70,0,1,NA,NA,Voted for third party
3834,Texas,1,0,White,76,Some college,0,0,0,0,40,85,30,85,40,0,85,50,15,60,85,100,100,85,100,100,0,1,0,1,Voted for Trump
3835,Arkansas,1,0,White,54,Bachelor's degree,1,5,0,0,100,0,85,0,85,85,15,60,60,60,15,15,50,50,50,85,0,1,1,0,Voted for Biden
3836,Washington,0,0,White,55,Graduate degree,1,30,0,0,80,0,85,0,90,85,0,100,95,90,0,0,25,25,85,100,0,1,1,0,Voted for Biden
3837,California,1,0,Hispanic,45,Bachelor's degree,1,40,0,0,100,0,100,0,100,NA,0,85,50,70,30,60,70,50,60,85,0,1,1,0,Voted for Biden
3838,Michigan,0,0,White,71,Some college,0,0,0,0,50,70,70,40,100,40,60,85,70,70,50,85,70,50,100,100,0,0,NA,NA,Did not vote
3839,Tennessee,1,0,Native American,73,High school,0,0,0,0,100,15,70,0,100,85,50,85,85,100,60,60,50,50,40,100,0,1,NA,NA,Voted for third party
3840,California,1,0,White,39,Graduate degree,0,0,0,0,15,70,15,70,60,0,70,70,0,80,60,85,70,50,85,80,0,1,0,1,Voted for Trump
3841,Missouri,1,0,White,37,Bachelor's degree,1,40,0,0,85,0,90,0,85,80,0,100,100,70,40,30,40,40,30,95,0,1,1,0,Voted for Biden
3842,Maryland,0,0,Black,35,Less than high school,0,0,0,0,100,15,100,30,100,85,15,85,85,85,50,30,70,70,70,100,0,1,1,0,Voted for Biden
3843,Rhode Island,1,0,White,NA,Bachelor's degree,0,0,0,0,15,85,0,100,15,15,70,NA,40,30,50,90,85,20,85,100,0,1,0,1,Voted for Trump
3844,Massachusetts,0,0,White,59,Some college,0,50,0,0,60,15,50,40,70,60,40,40,60,30,50,50,50,40,60,50,0,1,1,0,Voted for Biden
3845,North Carolina,1,0,White,40,Graduate degree,1,38,0,0,70,0,85,40,100,85,40,85,60,70,50,40,70,60,70,100,0,1,1,0,Voted for Biden
3846,Missouri,1,1,White,36,Some college,1,40,0,0,15,60,15,50,50,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3847,District of Columbia,0,0,White,32,Bachelor's degree,1,60,0,0,60,15,15,0,85,50,15,50,50,60,50,50,50,50,70,100,0,1,1,0,Voted for Biden
3848,Missouri,1,0,White,24,Some college,1,40,1,0,60,50,30,50,60,50,60,50,40,15,50,85,50,50,60,50,0,1,0,1,Voted for Trump
3849,Louisiana,0,0,White,65,Some college,1,45,0,0,0,85,0,100,0,0,60,0,0,0,50,50,85,15,100,85,0,1,0,1,Voted for Trump
3850,North Carolina,0,0,White,71,Bachelor's degree,0,0,0,0,70,0,100,0,100,60,15,100,85,85,60,60,70,15,60,100,0,1,1,0,Voted for Biden
3851,Minnesota,0,0,White,73,Bachelor's degree,0,0,0,0,40,85,30,100,50,30,70,85,65,65,75,75,75,45,90,90,1,1,0,1,Voted for Trump
3852,New York,0,0,White,23,High school,1,40,0,0,20,80,0,60,60,20,55,30,30,50,50,50,65,40,40,50,0,1,0,1,Voted for Trump
3853,North Carolina,0,0,White,43,Some college,1,40,0,1,0,100,0,100,0,40,85,40,30,50,50,70,70,60,85,60,0,1,0,1,Voted for Trump
3854,Louisiana,1,0,White,67,Graduate degree,0,0,NA,NA,0,100,0,85,0,0,50,85,85,50,40,60,50,85,70,50,0,1,0,1,Voted for Trump
3855,Wisconsin,0,0,Hispanic,74,Graduate degree,0,0,0,0,70,0,50,30,70,70,15,100,70,70,40,15,60,30,85,100,0,1,1,0,Voted for Biden
3856,Ohio,0,0,Hispanic,55,Graduate degree,1,45,0,0,85,0,75,0,85,75,0,90,70,70,40,40,60,60,60,90,0,1,1,0,Voted for Biden
3857,California,0,0,White,33,Graduate degree,1,70,0,0,85,0,100,0,100,70,30,95,70,60,40,30,30,55,40,100,0,1,1,0,Voted for Biden
3858,Kentucky,1,0,White,68,High school,0,0,0,0,100,15,85,60,85,85,60,70,85,70,40,40,70,70,70,100,0,0,NA,NA,Did not vote
3859,Nebraska,0,0,White,65,Some college,0,0,0,0,0,70,0,50,1,50,50,50,15,30,50,50,50,30,70,60,0,1,0,1,Voted for Trump
3860,New Jersey,1,0,White,38,Bachelor's degree,1,60,0,0,85,0,85,0,100,85,0,80,80,60,40,0,50,20,30,80,0,1,1,0,Voted for Biden
3861,Michigan,0,0,White,72,High school,0,0,0,0,0,100,0,100,0,0,70,40,40,40,40,85,50,50,70,40,0,1,0,1,Voted for Trump
3862,NA,0,0,Native American,57,High school,0,0,0,0,60,60,NA,60,NA,60,50,60,60,85,50,50,NA,50,40,85,0,0,NA,NA,Did not vote
3863,North Carolina,NA,NA,White,54,Graduate degree,1,40,0,0,70,15,85,35,100,70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3864,Minnesota,0,0,White,33,Bachelor's degree,1,10,0,0,15,0,50,0,85,60,0,60,60,85,30,15,40,30,30,100,0,1,1,0,Voted for Biden
3865,North Carolina,0,0,White,22,Some college,1,40,0,0,0,100,0,100,0,0,100,0,0,100,70,60,90,80,100,80,0,0,NA,NA,Did not vote
3866,Indiana,0,0,White,37,Bachelor's degree,1,40,0,0,15,85,15,60,0,15,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3867,Indiana,0,0,White,69,High school,0,0,1,0,0,100,15,95,15,0,100,15,50,25,70,70,85,50,85,70,0,1,0,1,Voted for Trump
3868,Mississippi,1,0,Black,44,Less than high school,1,36,0,0,50,0,60,50,100,70,70,70,70,60,85,70,70,70,60,85,0,1,NA,NA,Voted for third party
3869,Rhode Island,0,0,White,75,Bachelor's degree,0,0,0,0,50,60,40,60,50,50,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3870,Florida,1,0,Hispanic,44,Some college,0,0,0,0,70,30,85,40,85,85,85,60,NA,60,85,60,70,60,70,100,0,1,NA,NA,Voted for third party
3871,Arizona,1,0,Hispanic,23,Some college,1,20,0,0,70,0,NA,NA,95,100,0,100,100,50,0,50,50,50,50,100,0,1,NA,NA,Voted for third party
3872,Utah,1,0,White,19,High school,1,40,0,0,70,0,60,0,85,85,15,70,90,90,40,30,80,80,30,95,0,1,1,0,Voted for Biden
3873,Texas,0,0,Hispanic,66,High school,1,45,0,0,85,0,80,15,85,85,30,70,70,70,70,70,70,70,NA,70,0,1,1,0,Voted for Biden
3874,Maryland,0,0,Black,63,Some college,0,0,0,0,100,30,85,30,100,70,30,86,86,70,60,40,60,60,30,86,0,1,1,0,Voted for Biden
3875,New Mexico,1,0,White,NA,Bachelor's degree,1,40,1,0,5,90,0,85,0,10,68,60,20,30,40,75,85,10,85,40,1,1,0,1,Voted for Trump
3876,Illinois,1,0,White,62,High school,1,36,0,0,100,0,100,15,100,100,0,100,100,100,85,0,70,100,100,100,0,1,NA,NA,Voted for third party
3877,NA,0,0,White,60,Some college,0,0,0,0,50,50,50,60,40,50,50,NA,NA,40,50,NA,50,NA,85,70,0,0,NA,NA,Did not vote
3878,New Jersey,1,0,White,44,Some college,1,43,NA,NA,70,0,70,50,100,70,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3879,Kentucky,1,0,White,59,Some college,1,40,0,0,40,70,15,50,50,30,70,15,0,100,50,0,70,40,100,60,0,1,0,1,Voted for Trump
3880,Ohio,0,0,White,42,Bachelor's degree,1,50,0,0,60,0,70,15,75,50,40,70,55,50,60,5,80,30,75,85,0,1,1,0,Voted for Biden
3881,Maine,1,0,White,38,Bachelor's degree,0,0,0,0,0,85,0,70,60,60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3882,Texas,1,0,White,30,Some college,1,40,0,0,15,100,30,100,0,15,70,15,0,30,60,70,15,15,85,60,0,1,0,1,Voted for Trump
3883,Texas,1,0,White,27,Some college,1,40,0,0,40,30,60,15,70,60,30,85,70,85,85,15,85,70,85,100,0,1,1,0,Voted for Biden
3884,Florida,1,0,White,66,Some college,0,0,0,0,100,0,100,50,100,70,30,100,60,60,30,60,15,15,70,100,1,1,1,0,Voted for Biden
3885,Alabama,0,0,Black,55,Some college,0,0,0,0,100,0,100,0,100,100,10,50,50,40,30,50,60,60,60,85,0,1,1,0,Voted for Biden
3886,NA,0,0,White,34,Some college,1,10,0,0,60,5,50,0,80,50,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3887,Washington,0,0,White,72,Some college,0,10,0,0,0,85,40,70,15,15,70,50,30,15,70,70,50,30,85,85,0,1,0,1,Voted for Trump
3888,Georgia,0,0,White,18,Less than high school,0,0,0,0,0,100,0,100,0,0,100,60,0,70,0,85,70,70,100,85,0,0,NA,NA,Did not vote
3889,Illinois,1,0,White,80,Bachelor's degree,1,36,0,0,0,70,0,85,15,0,85,0,15,15,85,85,15,15,85,40,0,1,NA,NA,Voted for third party
3890,NA,0,0,Hispanic,28,Some college,1,40,0,0,70,0,70,40,85,50,50,60,50,50,30,50,50,15,60,70,0,0,NA,NA,Did not vote
3891,Missouri,0,0,White,57,High school,0,0,0,0,15,100,15,100,30,15,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3892,Georgia,0,0,Black,71,Some college,0,0,0,0,100,0,100,60,100,100,0,70,NA,85,70,50,70,70,70,85,0,1,NA,NA,Voted for third party
3893,New York,1,0,White,70,Bachelor's degree,1,24,0,1,85,0,70,15,85,70,0,85,85,70,60,40,60,15,60,85,0,1,1,0,Voted for Biden
3894,Indiana,1,0,White,38,Graduate degree,1,40,0,0,50,15,50,50,70,50,50,60,40,60,30,30,40,40,60,80,0,1,1,0,Voted for Biden
3895,California,1,0,White,46,Bachelor's degree,1,40,0,0,100,0,100,0,100,85,0,85,85,70,50,15,50,50,60,100,0,1,NA,NA,Voted for third party
3896,Massachusetts,0,0,White,44,Graduate degree,1,45,0,0,95,0,100,0,100,90,0,90,100,90,30,20,30,60,30,100,0,1,1,0,Voted for Biden
3897,Mississippi,0,NA,White,79,Graduate degree,0,0,1,0,0,100,0,100,0,0,60,40,15,30,70,70,60,40,100,85,0,1,NA,NA,Voted for third party
3898,Texas,1,0,White,43,Graduate degree,1,45,0,0,85,0,100,15,100,85,30,85,70,60,40,40,40,60,60,85,0,1,1,0,Voted for Biden
3899,Kentucky,0,0,White,43,Some college,0,1,0,0,5,85,0,85,15,15,70,38,30,30,55,80,75,35,85,68,0,1,0,1,Voted for Trump
3900,NA,1,0,White,NA,Less than high school,0,0,0,0,0,100,50,85,0,0,85,0,NA,0,70,50,NA,NA,70,60,0,1,0,1,Voted for Trump
3901,Missouri,1,0,White,61,Some college,0,0,0,0,85,0,85,0,100,60,0,70,100,100,15,15,60,60,70,85,0,1,1,0,Voted for Biden
3902,Alabama,1,0,White,61,Some college,1,50,0,0,0,99,0,85,0,40,60,50,40,40,50,85,40,30,85,70,1,1,0,1,Voted for Trump
3903,Texas,1,0,Asian,38,Less than high school,1,35,0,0,15,0,60,50,85,60,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3904,Mississippi,0,0,Black,60,Bachelor's degree,1,40,0,0,70,30,85,50,100,50,60,50,85,70,70,60,70,60,85,85,0,1,1,0,Voted for Biden
3905,Georgia,0,0,Black,23,Bachelor's degree,1,30,0,0,85,0,100,0,100,85,0,40,65,75,40,40,30,40,20,70,0,1,1,0,Voted for Biden
3906,Oregon,1,0,White,41,Some college,0,20,0,0,85,0,70,0,100,70,0,85,70,70,15,20,30,30,70,100,0,1,1,0,Voted for Biden
3907,Arkansas,0,0,White,49,Bachelor's degree,1,40,0,0,40,50,15,60,15,30,50,15,30,15,30,70,60,30,85,60,0,1,0,1,Voted for Trump
3908,New York,1,0,White,39,Graduate degree,1,40,0,0,0,100,0,85,0,0,85,40,0,60,40,85,50,40,85,70,0,1,0,1,Voted for Trump
3909,North Carolina,1,0,White,32,Some college,1,35,0,0,0,100,0,85,50,0,100,30,30,50,NA,70,50,50,100,70,0,1,NA,NA,Voted for third party
3910,Tennessee,1,0,White,46,Some college,0,40,0,0,15,100,15,100,15,15,85,15,15,60,50,50,70,55,90,60,0,1,0,1,Voted for Trump
3911,Washington,0,0,White,43,Some college,0,50,0,0,30,100,100,90,100,0,100,40,15,70,40,85,70,70,85,70,1,1,0,1,Voted for Trump
3912,NA,0,0,White,58,Less than high school,1,100,0,0,0,100,0,100,0,0,100,100,0,40,30,0,40,40,100,40,0,0,NA,NA,Did not vote
3913,Oregon,1,0,Black,25,High school,1,1,0,0,70,15,68,70,100,50,30,80,50,60,70,70,80,70,80,80,0,1,NA,NA,Voted for third party
3914,NA,0,0,Asian,37,Bachelor's degree,1,40,0,0,70,50,60,60,85,60,70,40,50,60,85,50,70,70,60,60,0,0,NA,NA,Did not vote
3915,South Dakota,1,0,White,60,Some college,1,20,0,0,30,60,15,60,50,50,60,50,40,50,40,70,60,50,85,60,0,0,NA,NA,Did not vote
3916,NA,1,0,White,34,Graduate degree,1,50,0,0,30,60,40,50,50,60,40,30,60,50,30,70,100,0,100,60,0,0,NA,NA,Did not vote
3917,Colorado,0,0,Native American,37,Bachelor's degree,1,40,0,0,0,20,0,50,50,0,5,50,50,50,50,50,85,0,50,50,0,1,NA,NA,Voted for third party
3918,Montana,1,0,White,69,Some college,0,30,0,0,30,85,50,60,30,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3919,New Jersey,1,0,White,40,Bachelor's degree,1,20,0,0,60,30,50,70,85,50,50,50,50,70,40,50,50,50,85,85,0,1,1,0,Voted for Biden
3920,California,0,1,Native American,43,Bachelor's degree,1,40,0,0,70,0,85,0,85,70,0,100,85,85,30,15,30,40,30,100,0,1,1,0,Voted for Biden
3921,Virginia,0,0,White,21,Some college,1,20,0,0,60,15,50,15,60,30,30,85,70,60,30,40,40,40,30,70,0,1,1,0,Voted for Biden
3922,Illinois,0,1,White,64,Less than high school,0,0,0,0,85,0,100,0,85,70,0,70,40,70,15,85,60,30,70,85,0,1,NA,NA,Voted for third party
3923,Arizona,1,0,White,46,Bachelor's degree,1,40,0,0,95,0,85,40,100,85,0,60,75,50,50,30,60,60,70,95,0,1,1,0,Voted for Biden
3924,New York,1,0,Hispanic,41,Some college,1,40,0,0,100,100,60,40,30,70,70,85,85,85,85,70,85,85,85,60,0,1,0,1,Voted for Trump
3925,Michigan,1,0,White,32,Bachelor's degree,1,40,0,0,0,NA,50,15,85,50,50,100,85,100,50,70,100,100,85,100,0,1,0,0,Voted for third party
3926,Maryland,1,0,Black,67,Some college,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,90,80,90,55,40,40,95,100,100,1,1,1,0,Voted for Biden
3927,Colorado,1,1,White,NA,Graduate degree,0,50,0,0,85,0,85,0,100,70,0,100,80,70,30,15,40,30,35,100,0,1,NA,NA,Voted for third party
3928,Kansas,0,0,White,80,Bachelor's degree,1,20,NA,NA,100,0,100,0,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3929,Washington,0,0,White,73,Some college,0,0,0,0,60,0,85,40,85,50,50,50,50,50,50,50,50,20,20,90,0,1,1,0,Voted for Biden
3930,Florida,0,0,White,36,Less than high school,1,35,0,0,0,50,0,0,0,0,60,0,0,100,0,0,0,10,0,100,0,1,0,1,Voted for Trump
3931,California,1,0,Asian,76,Some college,0,0,0,0,70,60,70,60,85,85,60,85,70,70,85,60,60,85,70,100,0,1,1,0,Voted for Biden
3932,North Carolina,0,0,White,80,Bachelor's degree,0,0,0,0,40,85,30,85,30,30,85,70,50,70,70,60,100,85,100,85,0,1,0,1,Voted for Trump
3933,NA,1,0,Black,21,Less than high school,0,0,0,0,60,0,15,50,100,50,50,100,50,50,50,50,50,50,0,100,0,0,NA,NA,Did not vote
3934,Tennessee,0,0,White,77,High school,0,0,0,0,0,100,0,100,0,0,100,100,50,90,85,100,70,75,90,80,1,1,0,1,Voted for Trump
3935,Virginia,1,0,Hispanic,47,Some college,0,1,0,0,100,50,100,70,100,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3936,California,1,0,Black,29,Graduate degree,1,40,0,0,60,70,85,50,70,15,70,50,50,60,60,85,85,70,70,85,0,1,0,1,Voted for Trump
3937,Alabama,0,0,White,42,Some college,0,0,0,0,0,70,0,85,0,50,60,0,0,0,0,40,60,0,20,60,0,0,NA,NA,Did not vote
3938,Maryland,0,0,Native American,43,High school,1,40,1,1,70,0,85,15,85,50,0,50,60,100,60,60,40,50,50,85,0,1,1,0,Voted for Biden
3939,NA,1,0,Asian,45,Bachelor's degree,1,40,0,0,0,60,30,50,0,30,60,85,40,40,70,70,85,50,60,85,0,0,NA,NA,Did not vote
3940,Texas,0,0,Hispanic,NA,Bachelor's degree,1,40,0,0,40,20,20,20,60,10,10,70,70,40,60,60,60,15,60,70,0,1,1,0,Voted for Biden
3941,Minnesota,1,0,White,49,Bachelor's degree,1,60,0,1,100,0,85,60,100,100,50,50,60,80,40,20,80,65,90,85,1,1,1,0,Voted for Biden
3942,Minnesota,0,0,White,75,Bachelor's degree,0,0,0,0,0,100,0,100,0,0,100,30,0,0,85,100,100,0,100,40,0,0,NA,NA,Did not vote
3943,Florida,1,0,White,80,Bachelor's degree,0,0,0,0,0,85,0,85,15,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3944,Georgia,1,0,Black,39,Graduate degree,1,40,0,0,100,15,100,60,100,70,40,85,85,85,85,60,50,60,85,85,0,1,1,0,Voted for Biden
3945,Illinois,1,0,White,73,Some college,1,12,0,0,100,0,85,15,85,85,0,85,85,70,60,30,85,40,100,100,0,1,1,0,Voted for Biden
3946,Idaho,1,0,Hispanic,26,High school,0,0,0,0,0,100,0,85,15,0,70,40,50,0,5,85,30,5,100,5,1,1,0,1,Voted for Trump
3947,New Jersey,1,0,White,59,High school,1,50,0,0,0,100,0,100,50,NA,50,50,50,85,60,60,100,60,100,85,0,1,0,1,Voted for Trump
3948,Iowa,1,1,White,25,High school,1,40,0,0,40,30,40,30,40,60,30,60,50,50,50,50,60,50,60,70,0,1,1,0,Voted for Biden
3949,Texas,0,0,Black,28,Bachelor's degree,0,38,0,0,70,0,60,0,85,80,50,70,70,85,70,0,60,60,15,85,0,1,1,0,Voted for Biden
3950,Illinois,0,0,White,22,Bachelor's degree,1,5,0,0,35,45,0,40,65,20,20,50,50,40,40,50,50,40,50,65,0,1,0,0,Voted for third party
3951,NA,0,0,Hispanic,40,High school,0,0,0,0,70,0,70,50,85,50,50,50,50,50,85,50,50,50,100,60,0,0,NA,NA,Did not vote
3952,Florida,1,0,White,47,Some college,1,40,0,1,93,2,75,12,97,75,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3953,Massachusetts,1,0,White,56,Graduate degree,1,40,0,0,70,0,85,40,100,85,40,85,70,70,40,40,40,40,70,100,0,1,1,0,Voted for Biden
3954,Wisconsin,0,0,White,32,Graduate degree,1,42,1,0,0,85,0,85,15,0,70,40,0,60,60,85,70,30,100,100,0,1,0,1,Voted for Trump
3955,Arkansas,1,NA,Black,78,High school,0,0,0,0,100,0,100,0,100,100,0,50,50,50,50,50,50,50,20,50,0,1,1,0,Voted for Biden
3956,California,0,0,White,72,Graduate degree,1,40,0,1,85,0,70,0,100,50,0,100,100,60,30,0,15,30,30,100,0,1,1,0,Voted for Biden
3957,Illinois,1,0,White,34,Graduate degree,1,40,0,0,70,0,70,0,85,70,35,90,85,100,30,20,65,60,70,100,0,1,1,0,Voted for Biden
3958,New York,0,0,White,70,Some college,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,40,0,60,60,90,90,30,90,70,0,1,0,1,Voted for Trump
3959,Georgia,0,1,White,26,High school,1,36,0,0,60,15,50,0,100,30,30,70,70,70,60,40,60,60,60,60,0,1,1,0,Voted for Biden
3960,NA,0,0,Hispanic,27,Bachelor's degree,0,45,0,0,65,0,70,0,90,85,25,75,85,100,30,30,50,65,40,100,0,1,1,0,Voted for Biden
3961,Ohio,0,0,White,74,High school,1,50,0,0,0,100,0,100,0,0,100,85,15,30,60,100,100,30,100,70,1,1,0,1,Voted for Trump
3962,Alabama,1,0,White,64,Some college,0,0,0,0,0,100,0,100,0,0,85,50,15,50,60,85,85,50,100,70,0,0,NA,NA,Did not vote
3963,Arizona,0,0,White,80,High school,0,0,0,0,30,85,30,85,30,30,85,50,15,40,60,85,85,40,85,50,0,1,0,1,Voted for Trump
3964,Arizona,0,0,White,58,Graduate degree,1,40,0,0,30,90,20,80,50,10,80,60,40,60,70,60,80,40,80,85,0,1,0,1,Voted for Trump
3965,Ohio,1,0,White,56,Bachelor's degree,1,60,0,0,30,85,50,85,0,15,85,40,30,60,40,60,60,60,15,50,0,1,0,1,Voted for Trump
3966,Oregon,0,0,White,68,Some college,0,0,0,1,85,0,85,30,85,70,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
